ItemId|ItemIdCode
21654|1095
22043|1096
19055|1097
20974|1098
22114|1099
18038|1100
20746|1101
17512|1102
16460|1103
19453|1104
19925|1105
21366|1106
15433|1107
16018|1108
16041|1109
15160|1110
21798|1111
19815|1112
18685|1113
18640|1114
15829|1115
17294|1116
19250|1117
14910|1118
19677|1119
21996|1120
17061|1121
17012|1122
16474|1123
18570|1124
19731|1125
17511|1126
8635|1127
16251|1128
21623|1129
18835|1130
18862|1131
15335|1132
21900|1133
15630|1134
15135|1135
16726|1136
22269|1137
15431|1138
17589|1139
15797|1140
17631|1141
19757|1142
15018|1143
21507|1144
16525|1145
17635|1146
21550|1147
18317|1148
19703|1149
14890|1150
22180|1151
16183|1152
15223|1153
16737|1154
12685|1155
21302|1156
18604|1157
14974|1158
4704|1159
18613|1160
19410|1161
20145|1162
19355|1163
16165|1164
21628|1165
21785|1166
17890|1167
21228|1168
16330|1169
14365|1170
19033|1171
20520|1172
18097|1173
21346|1174
19961|1175
17757|1176
19398|1177
16327|1178
16189|1179
16003|1180
17788|1181
20497|1182
16833|1183
15764|1184
20409|1185
15205|1186
17368|1187
18290|1188
15771|1189
21153|1190
17125|1191
19345|1192
22179|1193
17372|1194
17918|1195
14934|1196
16083|1197
16745|1198
10135|1199
16384|1200
19625|1201
21956|1202
21799|1203
22246|1204
16512|1205
22264|1206
17681|1207
18397|1208
20893|1209
16970|1210
20827|1211
18636|1212
19190|1213
14996|1214
19315|1215
16761|1216
20774|1217
21464|1218
21784|1219
19597|1220
15186|1221
21514|1222
21322|1223
19089|1224
21128|1225
15123|1226
18300|1227
15953|1228
14972|1229
20508|1230
22083|1231
15051|1232
22139|1233
16703|1234
15987|1235
15527|1236
18780|1237
16004|1238
16903|1239
21063|1240
19926|1241
15760|1242
17724|1243
19618|1244
15995|1245
20663|1246
19833|1247
17891|1248
18662|1249
17415|1250
17428|1251
16378|1252
21635|1253
18061|1254
16992|1255
16677|1256
21872|1257
21693|1258
21748|1259
18623|1260
21989|1261
20322|1262
19941|1263
18291|1264
20155|1265
21107|1266
14100|1267
18647|1268
11489|1269
19454|1270
21601|1271
11141|1272
18619|1273
22117|1274
20714|1275
19115|1276
18277|1277
17896|1278
16440|1279
21830|1280
19670|1281
18543|1282
21428|1283
18776|1284
20688|1285
18030|1286
19846|1287
16265|1288
16430|1289
20399|1290
20042|1291
16454|1292
15964|1293
17475|1294
19318|1295
16488|1296
17041|1297
17674|1298
20510|1299
21096|1300
18703|1301
20822|1302
16572|1303
18591|1304
20768|1305
16374|1306
20084|1307
20672|1308
21134|1309
21722|1310
16304|1311
18941|1312
16778|1313
19541|1314
22119|1315
16808|1316
16517|1317
20691|1318
13923|1319
16148|1320
18682|1321
20803|1322
21028|1323
17903|1324
20301|1325
19465|1326
16874|1327
16203|1328
17497|1329
16262|1330
18658|1331
19202|1332
19105|1333
16969|1334
19201|1335
15083|1336
15218|1337
20771|1338
15341|1339
22226|1340
19548|1341
21159|1342
20171|1343
18803|1344
19573|1345
15810|1346
19675|1347
20689|1348
20769|1349
21570|1350
7294|1351
16014|1352
18665|1353
20936|1354
15861|1355
19433|1356
21479|1357
15136|1358
15297|1359
15429|1360
22190|1361
16666|1362
21297|1363
18332|1364
15214|1365
19431|1366
21020|1367
16977|1368
18957|1369
18193|1370
22126|1371
21248|1372
20506|1373
16960|1374
15406|1375
20321|1376
18114|1377
16653|1378
22262|1379
14992|1380
18303|1381
19064|1382
9504|1383
20971|1384
15224|1385
20165|1386
20345|1387
18859|1388
19261|1389
18494|1390
17865|1391
20366|1392
16792|1393
20335|1394
19077|1395
20702|1396
16412|1397
15890|1398
17233|1399
15928|1400
21567|1401
15619|1402
17666|1403
15609|1404
20325|1405
18952|1406
22048|1407
17942|1408
15508|1409
17454|1410
18152|1411
15758|1412
16972|1413
18656|1414
16456|1415
20675|1416
19061|1417
20817|1418
16394|1419
17803|1420
15650|1421
17204|1422
18759|1423
20683|1424
19080|1425
21961|1426
17943|1427
16904|1428
16770|1429
15563|1430
22008|1431
15654|1432
18686|1433
18981|1434
21787|1435
21658|1436
18258|1437
22169|1438
21871|1439
21126|1440
16878|1441
15118|1442
16671|1443
16044|1444
19397|1445
15061|1446
18345|1447
15201|1448
20252|1449
20259|1450
17349|1451
18815|1452
20271|1453
16155|1454
21325|1455
20026|1456
19523|1457
15225|1458
19504|1459
20181|1460
16541|1461
19717|1462
17279|1463
17883|1464
20087|1465
21249|1466
15831|1467
20720|1468
18561|1469
18559|1470
21331|1471
22188|1472
15439|1473
7537|1474
13969|1475
19358|1476
15428|1477
18403|1478
10399|1479
19697|1480
17972|1481
21929|1482
22136|1483
22247|1484
13012|1485
17639|1486
19942|1487
15782|1488
21130|1489
21405|1490
15672|1491
16789|1492
15191|1493
18227|1494
19722|1495
15241|1496
21329|1497
4959|1498
15652|1499
12938|1500
19265|1501
17451|1502
11478|1503
22140|1504
17833|1505
18198|1506
15479|1507
18960|1508
21692|1509
21511|1510
20927|1511
15367|1512
18159|1513
16596|1514
16911|1515
16420|1516
21006|1517
15344|1518
20662|1519
20579|1520
18106|1521
18107|1522
21848|1523
21440|1524
20489|1525
19133|1526
18296|1527
19199|1528
20316|1529
16280|1530
18557|1531
19266|1532
7682|1533
22115|1534
19962|1535
17622|1536
19316|1537
20420|1538
21486|1539
19854|1540
20873|1541
16568|1542
20788|1543
15706|1544
19350|1545
14603|1546
16263|1547
17137|1548
11292|1549
18701|1550
16791|1551
15483|1552
19711|1553
18274|1554
18736|1555
5796|1556
17008|1557
19306|1558
18868|1559
21773|1560
20101|1561
14373|1562
17517|1563
18719|1564
15932|1565
21192|1566
15641|1567
21013|1568
8019|1569
19068|1570
6807|1571
19119|1572
17595|1573
16063|1574
14325|1575
7300|1576
19179|1577
20230|1578
22261|1579
17963|1580
8124|1581
18765|1582
7560|1583
11875|1584
9216|1585
21345|1586
16689|1587
20884|1588
19736|1589
19905|1590
5665|1591
16403|1592
21720|1593
16672|1594
18757|1595
16544|1596
20641|1597
16828|1598
17055|1599
21536|1600
19294|1601
22017|1602
21460|1603
17704|1604
17397|1605
17312|1606
21144|1607
20170|1608
16024|1609
22090|1610
17025|1611
21689|1612
17603|1613
21752|1614
18771|1615
15941|1616
17336|1617
15848|1618
16513|1619
16103|1620
16751|1621
20387|1622
19490|1623
16177|1624
21265|1625
19532|1626
22223|1627
16621|1628
17095|1629
6129|1630
15996|1631
15133|1632
21469|1633
16296|1634
19156|1635
16081|1636
21410|1637
21103|1638
17241|1639
16198|1640
16587|1641
21973|1642
14906|1643
14918|1644
14970|1645
19740|1646
16742|1647
15926|1648
22176|1649
20905|1650
18404|1651
20425|1652
17062|1653
20297|1654
15528|1655
20934|1656
18214|1657
15158|1658
20196|1659
16133|1660
18887|1661
21201|1662
21332|1663
17955|1664
20564|1665
15879|1666
19630|1667
21223|1668
18430|1669
21686|1670
15637|1671
17155|1672
18659|1673
21744|1674
21886|1675
18578|1676
15236|1677
15410|1678
21542|1679
22074|1680
17412|1681
17847|1682
16715|1683
20060|1684
16001|1685
17747|1686
17588|1687
21781|1688
19284|1689
19864|1690
15157|1691
21024|1692
17086|1693
15354|1694
18849|1695
21885|1696
20162|1697
17087|1698
20262|1699
18958|1700
18525|1701
18276|1702
18482|1703
19412|1704
16763|1705
17604|1706
18882|1707
8207|1708
21073|1709
12952|1710
17509|1711
15418|1712
20517|1713
16865|1714
20359|1715
21462|1716
17383|1717
16434|1718
19798|1719
19649|1720
19200|1721
22020|1722
21069|1723
20232|1724
19861|1725
17073|1726
16179|1727
18237|1728
21731|1729
21959|1730
15358|1731
16031|1732
19317|1733
17583|1734
15887|1735
21975|1736
18043|1737
21962|1738
15052|1739
22010|1740
16909|1741
20677|1742
18421|1743
15396|1744
16749|1745
15421|1746
20973|1747
16038|1748
17290|1749
14955|1750
15305|1751
15469|1752
21294|1753
21998|1754
16225|1755
20116|1756
16688|1757
16743|1758
18041|1759
21160|1760
22082|1761
15359|1762
15044|1763
16314|1764
21022|1765
15843|1766
16538|1767
19324|1768
20645|1769
18928|1770
15472|1771
21416|1772
20098|1773
20113|1774
21589|1775
15711|1776
20790|1777
16696|1778
21730|1779
16473|1780
20172|1781
21437|1782
14924|1783
7455|1784
16288|1785
16872|1786
17671|1787
21622|1788
16205|1789
19908|1790
19043|1791
20891|1792
16444|1793
20061|1794
22163|1795
17578|1796
20479|1797
16034|1798
20725|1799
15252|1800
22245|1801
19067|1802
17887|1803
8230|1804
15961|1805
21629|1806
17885|1807
15250|1808
15402|1809
16932|1810
16993|1811
21563|1812
17421|1813
16036|1814
7643|1815
15078|1816
21043|1817
17050|1818
18730|1819
18844|1820
20572|1821
16359|1822
18316|1823
20224|1824
15582|1825
16503|1826
9515|1827
15707|1828
19229|1829
15437|1830
18587|1831
15949|1832
17218|1833
20150|1834
18074|1835
20933|1836
20031|1837
18324|1838
15174|1839
18243|1840
21647|1841
16967|1842
17884|1843
20739|1844
15054|1845
22232|1846
18612|1847
18042|1848
13128|1849
15765|1850
17378|1851
17049|1852
18268|1853
19817|1854
20330|1855
17534|1856
19767|1857
16406|1858
20674|1859
21282|1860
5692|1861
17411|1862
16373|1863
16991|1864
22151|1865
20755|1866
15872|1867
20217|1868
17758|1869
21402|1870
16273|1871
21939|1872
18528|1873
18044|1874
19206|1875
18867|1876
16410|1877
16142|1878
21822|1879
15910|1880
16573|1881
19729|1882
19223|1883
15640|1884
16557|1885
15539|1886
15986|1887
18187|1888
20109|1889
17148|1890
18923|1891
21002|1892
16098|1893
7595|1894
16390|1895
17381|1896
17047|1897
19388|1898
18527|1899
17276|1900
16211|1901
16222|1902
16160|1903
19083|1904
16283|1905
17620|1906
18471|1907
20888|1908
19406|1909
15957|1910
21873|1911
17268|1912
21809|1913
15463|1914
21339|1915
18099|1916
17159|1917
15050|1918
20008|1919
19651|1920
15010|1921
16821|1922
21581|1923
15375|1924
17621|1925
17210|1926
21774|1927
22175|1928
14931|1929
17003|1930
17362|1931
15534|1932
17782|1933
18522|1934
18257|1935
21247|1936
20649|1937
15457|1938
15677|1939
17779|1940
20518|1941
21571|1942
17375|1943
19184|1944
16194|1945
18954|1946
21566|1947
21229|1948
17616|1949
14988|1950
19331|1951
21824|1952
22076|1953
19419|1954
17168|1955
17316|1956
15960|1957
19147|1958
20002|1959
15779|1960
15993|1961
18388|1962
19996|1963
20840|1964
21158|1965
22027|1966
21648|1967
6906|1968
21189|1969
17256|1970
17685|1971
20154|1972
16458|1973
16704|1974
21880|1975
15648|1976
20030|1977
20034|1978
17486|1979
21407|1980
17549|1981
18231|1982
16641|1983
15554|1984
20449|1985
17479|1986
14895|1987
16206|1988
15062|1989
17636|1990
21137|1991
21827|1992
22172|1993
15821|1994
19210|1995
22079|1996
17348|1997
20619|1998
22069|1999
21634|2000
16275|2001
15913|2002
16664|2003
17766|2004
18172|2005
21432|2006
14957|2007
19526|2008
15999|2009
20935|2010
19944|2011
21888|2012
16042|2013
17791|2014
10342|2015
16090|2016
18460|2017
16481|2018
18689|2019
19275|2020
16534|2021
18129|2022
15908|2023
18714|2024
17609|2025
19879|2026
21516|2027
20240|2028
18883|2029
6975|2030
15668|2031
19985|2032
21588|2033
15894|2034
22075|2035
21695|2036
12776|2037
10422|2038
20627|2039
16340|2040
20086|2041
15976|2042
18474|2043
19759|2044
18794|2045
16228|2046
15635|2047
17789|2048
21769|2049
16332|2050
21409|2051
20762|2052
17775|2053
20184|2054
15579|2055
21415|2056
20035|2057
21166|2058
15774|2059
14911|2060
17430|2061
17848|2062
15978|2063
14894|2064
19298|2065
19594|2066
16979|2067
20233|2068
20103|2069
16087|2070
21219|2071
7687|2072
18285|2073
20208|2074
19361|2075
18148|2076
19742|2077
15570|2078
21718|2079
15377|2080
21754|2081
20719|2082
20190|2083
15742|2084
16129|2085
22050|2086
21953|2087
15173|2088
15484|2089
17873|2090
17122|2091
17544|2092
17211|2093
21586|2094
9025|2095
20989|2096
21541|2097
16091|2098
17302|2099
20378|2100
19282|2101
15963|2102
17699|2103
15391|2104
19254|2105
15497|2106
17628|2107
19366|2108
16973|2109
18246|2110
7024|2111
22185|2112
19988|2113
9669|2114
17387|2115
21911|2116
14916|2117
12980|2118
15292|2119
19863|2120
16312|2121
16997|2122
17780|2123
15643|2124
21573|2125
21559|2126
20590|2127
15115|2128
21738|2129
14984|2130
16657|2131
21803|2132
21074|2133
16171|2134
19373|2135
19374|2136
17035|2137
19726|2138
17367|2139
15262|2140
18486|2141
14929|2142
17365|2143
20728|2144
13056|2145
19445|2146
18579|2147
18735|2148
19175|2149
21101|2150
22040|2151
16315|2152
16956|2153
8087|2154
21520|2155
6902|2156
22109|2157
16494|2158
20119|2159
22019|2160
22121|2161
21858|2162
21308|2163
15884|2164
21972|2165
22203|2166
16701|2167
17209|2168
5835|2169
17906|2170
17777|2171
18334|2172
12742|2173
18966|2174
20015|2175
20221|2176
14475|2177
18333|2178
16784|2179
18224|2180
17587|2181
15801|2182
19363|2183
21000|2184
19791|2185
21042|2186
21263|2187
20838|2188
19305|2189
21480|2190
21607|2191
16611|2192
15020|2193
16011|2194
21040|2195
20606|2196
16866|2197
21508|2198
16626|2199
18424|2200
18829|2201
15189|2202
18366|2203
16965|2204
18426|2205
19900|2206
17265|2207
15353|2208
17363|2209
16489|2210
15945|2211
16999|2212
19807|2213
16333|2214
20302|2215
18875|2216
21862|2217
16638|2218
18249|2219
22123|2220
21510|2221
17084|2222
16452|2223
15230|2224
14443|2225
21218|2226
15350|2227
15972|2228
18853|2229
21768|2230
17474|2231
18630|2232
18661|2233
18144|2234
17337|2235
20138|2236
20456|2237
16355|2238
20571|2239
20502|2240
18209|2241
16207|2242
18408|2243
12867|2244
21217|2245
19112|2246
16774|2247
15451|2248
17392|2249
22052|2250
15180|2251
18010|2252
21990|2253
18808|2254
21850|2255
16990|2256
11210|2257
21548|2258
15311|2259
19998|2260
16461|2261
17767|2262
15870|2263
18264|2264
21856|2265
20544|2266
17680|2267
18233|2268
21176|2269
20529|2270
21810|2271
10438|2272
22130|2273
21655|2274
16447|2275
15724|2276
18372|2277
18861|2278
15413|2279
17494|2280
18120|2281
19822|2282
16758|2283
19383|2284
21285|2285
22039|2286
17640|2287
15150|2288
20872|2289
14783|2290
15524|2291
17814|2292
19074|2293
21949|2294
21354|2295
15326|2296
16347|2297
17864|2298
18842|2299
15854|2300
15517|2301
16210|2302
15144|2303
15324|2304
19592|2305
15588|2306
20384|2307
21253|2308
20239|2309
16156|2310
22029|2311
20112|2312
19391|2313
17215|2314
14945|2315
17882|2316
17530|2317
16101|2318
21470|2319
20812|2320
6510|2321
22258|2322
21245|2323
21488|2324
21821|2325
20323|2326
16128|2327
18217|2328
21041|2329
18402|2330
10114|2331
16097|2332
15019|2333
15991|2334
16509|2335
21544|2336
17784|2337
19547|2338
19608|2339
19164|2340
18158|2341
20419|2342
16777|2343
22259|2344
21417|2345
16241|2346
21765|2347
20166|2348
17354|2349
15565|2350
13680|2351
20204|2352
7627|2353
9514|2354
16560|2355
19276|2356
14155|2357
18229|2358
17664|2359
19802|2360
21777|2361
16217|2362
18576|2363
19966|2364
15271|2365
17131|2366
18052|2367
8603|2368
19551|2369
21889|2370
20605|2371
19017|2372
15981|2373
18447|2374
19535|2375
15688|2376
21170|2377
10971|2378
15239|2379
16012|2380
17992|2381
15294|2382
9150|2383
8961|2384
17845|2385
14935|2386
10533|2387
20969|2388
14964|2389
20676|2390
20560|2391
8915|2392
16106|2393
17264|2394
17523|2395
17033|2396
21275|2397
13065|2398
20296|2399
22155|2400
20029|2401
16565|2402
17384|2403
19483|2404
17057|2405
18554|2406
19423|2407
15017|2408
13801|2409
9665|2410
14161|2411
16928|2412
13036|2413
10570|2414
5604|2415
21671|2416
19714|2417
17079|2418
20408|2419
15390|2420
16448|2421
22129|2422
21696|2423
21902|2424
20862|2425
20118|2426
18789|2427
18782|2428
7986|2429
16633|2430
19295|2431
20599|2432
19385|2433
21490|2434
22153|2435
20773|2436
16845|2437
21359|2438
18631|2439
21525|2440
15721|2441
17796|2442
15901|2443
17998|2444
20853|2445
16439|2446
18938|2447
17826|2448
16693|2449
21232|2450
18812|2451
19197|2452
16913|2453
21986|2454
22236|2455
20490|2456
15844|2457
17128|2458
21104|2459
14932|2460
21347|2461
15674|2462
16537|2463
18916|2464
17286|2465
19502|2466
21578|2467
17755|2468
20858|2469
7877|2470
16137|2471
16322|2472
21243|2473
21298|2474
19359|2475
21901|2476
22055|2477
18646|2478
18079|2479
20741|2480
17172|2481
20277|2482
21288|2483
16841|2484
20512|2485
16589|2486
22035|2487
20910|2488
15253|2489
15985|2490
15266|2491
17099|2492
21087|2493
18575|2494
16306|2495
